BatchID,THC,CBD,BMyrcene,BCaryophyllene,DLimonene,APinene,BPinene,AHumulene,terpinolene,Camphene,ATerpinene,GTerpinene,ATerpineol,d3Carene,Fenchol,Fenchone,APhellandrene,linalool,Ocimene,CaryophylleneOxide,cisNerolidol,Eucalyptol,Geraniol,Guaiol,Isopulegol,pCymene,transNerolidol,ABisabolol
1,742.30157,2.84148,25.53,3.69,8.93,1.22,2.21,0,4.07,0,0,0,0,0,0,0,0,1.72,1.42,0,0,0,0,0,0,0,0,0
2,720.33272,3.3326,20.93,5.76,21.46,2.97,3.92,0.99,2.68,0,0,0,0,0,0,0,0,1.62,1.93,0,0,0,0,0,0,0,0,0
3,716.89488,20.51303,23.24,3.09,21.54,1.3,2.71,0.71,2.98,0,0,0,0,0,0,0,0,1.87,1.22,0,0,0,0,0,0,0,0,0
4,667.38823,1.71015,21.02,2.96,15.8,2.51,2.39,0,4.01,0,0,0,0,0,0,0,0,1.07,1.6,0,0,0,0,0,0,0,0,0
5,791.22604,1.27,13.8,18.1,8.56,1.03,1.4,5.32,11.75,0,0,0,0,0,0,0,0,2.15,0,0,0,0,0,0,0,0,1.56,0.83
6,831.86329,1.39,20.51,13.55,11.31,0.91,1.3,3.73,2.7,0,0,0,0,0,0,0,0,4.35,0,0,0,0,0,0,0,0,2.34,0
7,805.54565,1.41,3.56,19.83,10.71,0,0.91,5.74,0.97,0,0,0,0,0,0,0,0,3.06,0,0,0,0,0,0,0,0,2.73,0.98
8,815.46091,1.7,6.45,14.27,4.42,0,0,4.33,4.23,0,0,0,0,0,0,0,0,2.47,1.66,0,0,0,0,1.2,0,0,3.39,1.55
9,730.50592,1.754,34.69,4.34,14.71,2.17,3.01,0.93,11.2,0,0,0,0,0,0,0,0,1.33,5.78,0,0,0,0,0,0,0,0,0
10,717.18429,1.56106,46.98,3.12,17.3,3.92,3.62,0,0.99,0,0,0,0,0,0,0,0,1.76,0.72,0,0,0,0,0,0,0,0,0
11,704.02052,1.69261,33.18,3.75,7.58,1.77,2.76,0.83,18.82,0,0.64,0,0,1.13,0,0,0,1.83,7.25,0,0,0,0,0,0,0,0.43,0
12,807.39989,1.5,2.76,22.94,6.07,0,0,7.54,1.18,0,0,0,0,0,0,0,0,2.47,0,0,0,0,0,1.84,0,0,1.79,1.42
13,798.93886,0.93,29.54,13.6,8.99,2.28,1.84,3.97,0.77,0,0,0,0,0,0,0,0,3.1,0,0,0,0,0,0.76,1.21,0,2.09,1.1
14,828.90095,1.65,3.57,30.49,10.06,1.46,1.3,8.08,1.25,0,0,0,0,0,0,0,0,1.8,1.03,0,0,0,0,0.83,0,0,1.05,1.48
15,710.75588,1.56106,56.87,3.61,8.18,1.12,1.63,0.8,2.67,0,0,0,0,0,0,0,0,1.6,4.51,0,0,0,0,0,0,0,0,0
16,753.83048,1.39,1.77,22.85,4.11,0,0,6.69,0.89,0,0,0,0,0,0,0,0,1.55,0,0,0,0,0,1.9,0,0,0.81,1.16
17,953.97185,0,13.57,6.29,3.48,0.86,1.45,1.63,21.24,0,0,0,0,1.1,0,0,0,0.89,5.32,0,0,0,0,0,0,0,0.66,0
18,777.73237,2.58715,31.63,2.99,7.46,0.88,1.01,0,1.35,0,0,0,0,0,0,0,0,1.29,1.31,0,0,0,0,0,0,0,0,0
19,752.95712,2.56961,24.95,2.17,6.91,0.75,1.33,0,2.51,0,0,0,0,0,0,0,0,1.05,1.3,0,0,0,0,0,0,0,0,0
20,670.75591,2.63977,19.29,3.12,17.67,2.86,3.72,0,5.8,0,0,0,0,0,0,0,0,1.06,0.99,0,0,0,0,0,0,0,0,0
21,723.49869,1.69261,20.49,4.33,21.25,3.98,4.35,0.9,0,0,0,0,0,0,0,0,0,1.06,0.92,0,0,0,0,0,0,0,0,0
22,985.94356,0,18.78,0.85,5.1,4.29,2.55,0,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,984.31522,0,15.55,1.83,3.11,0,0,0,1.45,0,0,0,0,0,0,0,0,0,2.58,0,0,0,0,0,0,0,0,0
24,772.20727,1.96448,9.61,1.49,11.27,1.87,2.21,0,2.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,736.78524,1.85924,32.1,4.11,11.86,2.71,2.51,0.92,5.86,0,0,0,0,0,0,0,0,1.56,3.69,0,0,0,0,0,0,0,0,0
26,853.69177,1.34,3.2,20.34,7.06,0,0.81,5.91,0,0,0,0,0,0,0,0,0,1.81,0.91,0,0,0,0,2.66,0,0,2.04,0.93
27,729.0501,2.22758,18.85,4.55,12.58,2.49,2.47,1.23,2.37,0,0,0,0,0,0,0,0,0.79,2.77,0,0,0,0,0,0,0,0,0
28,730.22528,8.41043,13.58,3.71,21.95,3.31,3.64,0.88,0.75,0,0,0,0,0,0,0,0,1.18,1.06,0,0,0,0,0,0,0,0,0
29,982.97333,0,15.87,2.2,3.84,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26,0,0,0,0,0,0,0,0,0
30,700.53883,1.79785,33.68,6.58,12.28,4.16,2.95,1.52,4.45,0,0,0,0,0,0,0,0,1.97,3.46,0,0,0,0,0,0,0,0.49,0
31,683.37594,1.89432,43.23,6.68,9.59,8.45,4.83,1.62,0,0,0,0,0,0,0,0,0,1.15,0,0,0,0,0,0,0,0,0,0
32,706.74799,1.67507,18.16,3.21,11.48,1.62,2.65,0.79,24.38,0,0.66,0,0,1.37,0,0,0,0.81,0,0,0,0,0,0,0,0,0.51,0
33,717.7368,1.48213,19.99,4.31,20.35,1.87,2.71,0.98,3.01,0,0,0,0,0,0,0,0,2.01,0,0,0,0,0,0,0,0,0,0
34,892.84827,2.37,2.51,5.35,2.7,0,0,2.4,0,0,0,0,0,0,0,0,0,1.17,0,0,0,0,0,0,0,0,1.01,0
35,227.78321,449.34128,45.44,5.14,8.09,1.22,1.46,1.16,1.95,0,0,0,0,0,0,0,0,1.92,6.37,0,0,0,0,0,0,0,0,0
36,803.72089,2.77,3.95,17.66,4.85,0,0,5.03,1.16,0,0,0,0,0,0,0,0,2.2,0.54,0,0,0,0,0.9,0,0,1.65,1.51
37,835.45843,1.43,4.11,10.09,2.48,0,0,3.04,0,0,0,0,0,0,0,0,0,2.56,0.61,0,0,0,0,1.42,0,0,1.02,1.24
38,806.29143,1.4,6.05,14.16,2.76,0,0,3.79,0.99,0,0,0,0,0,0,0,0,2.03,0.81,0,0,0,0,1.96,0,0,1.48,1.6
39,714.54452,1.32427,7.09,4.33,19.22,2.88,2.89,1.03,0.87,0,0,0,0,0,0,0,0,1.47,1.09,0,0,0,0,0,0,0,0,0
40,771.31654,1.54,4.56,14.64,2.87,0,0,4.18,2.31,0,0,0,0,0,0,0,0,2.34,1.01,0,0,0,0,0,0,0,1.89,1.04
41,846.26318,0.87,2.75,6.15,1.41,0,0,1.8,1.42,0,0,0,0,0,0,0,0,1.32,0,0,0,0,0,1.06,0,0,0.97,1.06
42,836.36074,1.53,14.61,5.55,2.5,0,0,1.51,2.29,0,0,0,0,0,0,0,0,1.11,3.32,0,0,0,0,1.45,0.8,0,0.83,1.17
43,969.62024,0,21.66,3.23,4.79,3.54,2.22,0.92,0.36,0,0,0,0,0,0,0,0,0.94,0.22,0,0,0,0,0,0.41,0,0.32,0
44,972.00987,0,10.62,1.1,2.31,1.86,1.09,0.31,0,0,0,0,0,0,0,0,0,0.36,0,0,0,0,0,0,0.29,0,0,0
45,705.56404,2.09603,27.84,4.28,10.55,3.81,2.42,1.11,7.86,0,0,0,0,0,0,0,0,0.93,2.73,0,0,0,0,0,0,0,0,0
46,382.47724,313.29948,23.72,4.04,8.7,0.96,1.37,0.98,4.3,0,0,0,0,0,0,0,0,1.58,3.18,0,0,0,0,0,0,0,0,0
47,338.22382,326.88421,16.35,2.19,7.69,1.25,2.11,0,25.51,0,0.73,0,0,1.35,0,0,0,0.95,1.04,0,0,0,0,0,0,0,0,0
48,764.94571,0.01754,11.8,3.47,10.56,1.11,1.28,0.89,0,0,0,0,0,0,0,0,0,0.96,1.26,0,0,0,0,0,0,0,0,0
49,818.60598,1.51,3.64,15.17,2.91,0,0,4.59,1.72,0,0,0,0,0,0,0,0,1.99,0.93,0,0,0,0,1.3,0,0,1.34,1.36
50,700.78439,13.75136,21.7,1.88,4.55,2.38,2.21,0,16.56,0,0,0,0,1,0,0,0,0,1.58,0,0,0,0,0,0,0,0,0
51,788.06528,1.1,19.65,18.64,8.06,0.8,1,6.23,6.03,0,0,0,0,0,0,0,0,3.61,2.24,0,0,0,0,0.76,0,0,2.53,1.13
52,709.41407,12.18153,16.36,3.6,11.2,2.18,3.29,0.82,23.04,0,0.77,0,0,1.4,0,0,0,1.15,6.24,0,0,0,0,0,0,0,0.61,0
53,711.32593,9.59438,33.11,5.14,6.36,1.76,2.02,1.16,3.19,0,0,0,0,0,0,0,0,0,5.2,0,0,0,0,0,0,0,0.64,0
54,958.09,0,9.34,3.32,9.42,1.13,1.43,1.68,0,0,0,0,0,0,0,0,0,1.62,1.35,0,0,0,0,2.14,0,0,0.68,0
55,763.03385,4.18329,10.28,2.09,5.68,1.31,1.18,0,7.49,0,0,0,0,0,0,0,0,0,0.53,0,0,0,0,0,0,0,0,0
56,350.8877,362.15715,18.41,2.24,6.76,4.12,2.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,813.78797,3.84,2.54,5.38,1.19,0,0,1.78,7.01,0,0,0,0,0,0,0,0,1.1,1.18,0,0,0,0,1.26,1.08,0,1.26,1.1
58,772.83,1.35,7.29,11.67,2.46,0,0.73,3.39,5.68,0,0,0,0,0,0,0,0,2.81,1.66,0,0,0,0,1.87,1.06,0,3.1,1.59
59,475.4217,241.91168,39.32,4.74,10.42,1.38,1.74,1.5,0.71,0,0,0,0,0,0,0,0,1.8,5.26,0,0,0,0,0,1.49,0,0.78,0
60,232.48393,463.03846,42.6,1.9,4.44,2.11,2.17,0.89,11.49,0,0,0,0,1.14,0,0,0,1.09,6.71,0,0,0,0,0,1.13,0,0,0
61,836.92811,0.45,5.88,10.18,6,0,0,2.93,0.77,0,0,0,0,0,0,0,0,2.04,0,0,0,0,0,0,0,0,1.28,0
62,873.56489,0.62,4.47,5.02,1.57,0,0,1.58,0,0,0,0,0,0,0,0,0,1.69,0,0,0,0,0,0,0,0,0.62,0.74
63,744.87118,0.49112,10.18,2.27,6.89,0.75,0.95,0,0,0,0,0,0,0,0,0,0,0.96,0,0,0,0,0,0,0,0,0,0
64,714.0534,4.6481,19.78,1.52,7.63,0.98,0.98,0,2.77,0,0,0,0,0,0,0,0,0.82,0.9,0,0,0,0,0,0,0,0,0
65,964.45015,0,3.9,1.78,2.84,0,0,0,4.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,948.94724,0,7.36,1.12,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,704.24854,7.65621,15.14,2.14,7.03,1.57,1.96,0,10.9,0,0,0,0,0,0,0,0,1.01,1.6,0,0,0,0,0,0,0,0,0
68,734.049,1.06117,7.8,1.09,6.72,1.01,1.12,0,3.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,771.65476,0,31.3,2.88,11.21,1.46,2.02,0,4.57,0,0,0,0,0,0,0,0,1.22,2.44,0,0,0,0,0,0,0,0,0
70,802.89792,0.26,5.64,11.81,5.74,0.71,0.75,3.23,4.16,0,0,0,0,0,0,0,0,1.38,0.57,0,0,0,0,0,0,0,1.26,1.06
71,742.76638,0.30695,13.8,3.57,14.23,1.83,2.05,0.77,1.08,0,0,0,0,0,0,0,0,1.99,0,0,0,0,0,0,0,0,0,0
72,714.16741,0.41219,14.22,3.18,14.08,1.49,2.27,0,4.2,0,0,0,0,0,0,0,0,1.3,1.09,0,0,0,0,0,0,0,0,0
73,730.38314,0.98224,33.43,3.18,14.14,2.57,2.84,0,3.84,0,0,0,0,0,0,0,0,1.26,3,0,0,0,0,0,0,0,0,0
74,727.21717,0.64021,30.5,2.34,8.46,2.55,2.44,0,7.81,0,0,0,0,0,0,0,0,0,0.66,0,0,0,0,0,0,0,0,0
75,967.36635,0,11.42,3.07,5.31,0.46,0.77,0.62,1.69,0,0,0,0,0,0,0,0,0.77,2.12,0,0,0,0,0,0,0,0.14,0
76,730.53223,2.06095,14.51,2.62,9.53,1.52,2.39,0,23.37,0,0.71,0,0,1.39,0,0,0,1.61,6.48,0,0,0,0,0,0,0,0,0
77,765.81394,1.15764,26.67,1.76,5.97,2.44,1.89,0,4.41,0,0,0,0,0,0,0,0,0.72,2.13,0,0,0,0,0,0,0,0,0
78,848.71397,1.67,11.6,8.14,2.93,0,0,2.17,1.34,0,0,0,0,0,0,0,0,1.13,2.43,0,0,0,0,1.36,0,0,1.3,1.24
79,730.34806,12.74281,12.17,2.51,14.15,2.83,2.79,0,3.04,0,0,0,0,0,0,0,0,1.04,0.73,0,0,0,0,0,0,0,0,0
80,721.63068,0.55251,45.33,3.96,12.32,6.23,4.11,0.87,1.14,0,0,0,0,0,0,0,0,1.06,0,0,0,0,0,0,0,0,0,0
81,861.61722,0.49,6.71,23.18,5.86,0,0,5.59,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21,0.91
82,737.52192,0.94716,8.14,4.47,21.61,3.75,3.62,0.98,0,0,0,0,0,0,0,0,0,1.03,0.78,0,0,0,0,0,0,0,0,0
83,753.6938,0.7893,8.01,2.82,12.53,1.51,1.77,0,9.48,0,0,0,0,0,0,0,0,1.24,0.68,0,0,0,0,0,0,0,0,0
84,931.42738,0.22,9.78,4.58,2.42,0,0,1.25,5.5,0,0,0,0,0,0,0,0,1.27,0.87,0,0,0,0,0,0.97,0,0.66,0
85,950.68806,0,13.58,4.1,10.39,1.16,1.58,0.96,2.01,0,0,0,0,0,0,0,0,1.37,1.64,0,0,0,0,0,0,0,0.31,0
86,743.72231,1.62245,27.69,3.13,9.63,1.07,1.65,0.79,3.13,0,0,0,0,0,0,0,0,1.26,3.57,0,0,0,0,0,0,0,0,0
87,787.62082,0.87,6.95,12.33,7.37,0.9,1.04,3.26,2.3,0,0,0,0,0,0,0,0,1.66,0.52,0,0,0,0,0.91,0,0,1.33,1.16
88,874.18061,0.57,5.23,6.23,4.64,0,0,1.31,6.1,0,0,0,0,0,0,0,0,1.96,1.5,0,0,0,0,0.76,0,0,1.11,0
89,708.0021,4.93751,13.46,3.74,9.74,1.62,1.64,0.96,1.79,0,0,0,0,0,0,0,0,1.64,0,0,0,0,0,0,0,0,0,0
90,690.91814,12.09383,8.64,4.4,25.91,3.21,3.78,1.15,0,0,0,0,0,0,0,0,0,1.39,1.15,0,0,0,0,0,0,0,0,0
91,700.723,4.21837,14.2,4.94,18.06,3.44,3.34,1.09,2.62,0,0,0,0,0,0,0,0,1.5,2.24,0,0,0,0,0,0,0,0,0
92,719.00845,1.29796,11.4,3.29,13.16,1.56,1.95,0.92,0,0,0,0,0,0,0,0,0,1.13,1.01,0,0,0,0,0,0,0,0,0
93,673.35183,1.36812,32.38,3.4,3.59,1.37,1.58,0.85,9.43,0,0,0,0,0.69,0,0,0,0,4.91,0,0,0,0,0,0,0,0,0
94,903.47825,0.03,4.63,14.12,10.14,1.06,1.34,3.49,0,0,0,0,0,0,0,0,0,2.63,0.67,0,0,0,0,0,0,0,0.99,0.96
95,916.90731,0.16,5.11,13.88,6.36,0,0,3.7,0,0,0,0,0,0,0,0,0,2.24,0,0,0,0,0,0,0,0,1.84,0
96,814.07519,0.53,3.53,13.37,8.21,0,0.83,4.03,1.73,0,0,0,0,0,0,0,0,1.39,0.62,0,0,0,0,0,0,0,1.38,1.13
97,688.27837,10.69063,28.81,3.19,4.71,1.71,1.82,0.8,10.07,0,0,0,0,0.78,0,0,0,0.72,4.7,0,0,0,0,0,0,0,0,0
98,713.89554,1.29796,47.24,3.06,15.14,1.22,2.09,0.81,0.75,0,0,0,0,0,0,0,0,2.1,0.5,0,0,0,0,0,0,0,0.44,0
99,982.13212,0,8.21,1.29,3,0,0,0,2.51,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
100,716.71071,0.55251,10.48,6.37,22.27,3.96,3.81,1.5,2.5,0,0,0,0,0,0,0,0,1.59,1.97,0,0,0,0,0,0,0,0,0
101,725.87536,0.68406,30.07,4.3,14.53,2.24,2.57,1.07,2.69,0,0,0,0,0,0,0,0,1.87,1.88,0,0,0,0,0,0,0,0,0
102,686.73485,0.7893,25.61,4.13,15.96,2.57,3.18,1.01,9.69,0,0,0,0,0,0,0,0,1.97,3.53,0,0,0,0,0,0,0,0,0
103,701.23166,0.81561,27.94,5.33,22.03,2.98,3.77,1.28,1.84,0,0,0,0,0,0,0,0,2.26,1.23,0,0,0,0,0,0,0,0.43,0
104,714.67607,0.92962,15.81,2.85,10.44,1.56,2.59,0,25.16,0,0.8,0,0,1.5,0,0,0,1.7,7.05,0,0,0,0,0,0,0,0,0
105,751.29082,0.35957,17.24,4.11,14.07,1.65,2.23,0.88,4.27,0,0,0,0,0,0,0,0,1.96,1.55,0,0,0,0,0,0,0,0,0
106,768.09596,0.74,14.01,7.66,3.16,0,0,2.23,1.56,0,0,0,0,0,0,0,0,1.92,1.52,0,0,0,0,0,0.9,0,0.94,0.8
107,709.18605,0.82438,41.32,3.41,13.64,1.14,1.97,0.88,0,0,0,0,0,0,0,0,0,2.21,0,0,0,0,0,0,0,0,0.46,0
108,707.11633,11.20806,15.27,3.22,16.62,1.92,2.74,0.74,2.28,0,0,0,0,0,0,0,0,1.93,0,0,0,0,0,0,0,0,0,0
109,714.07971,0.85069,28.05,4.55,11.05,2.2,2.46,1.06,5.51,0,0,0,0,0,0,0,0,1.98,3.28,0,0,0,0,0,0,0,0,0
110,244.41113,456.86438,29.89,4.46,7.74,3.02,2.61,1.14,11.92,0,0,0,0,0,0,0,0,1.66,0,0,0,0,0,0,1.03,0,0,0
111,718.92075,21.61805,17.17,3.91,13.96,2.23,2.68,0.73,3.66,0,0,0,0,0,0,0,0,1.58,0.93,0,0,0,0,0,0,0,0,0
112,737.21497,1.14887,36.35,4.83,13.54,1.43,2.29,1.01,4.4,0,0,0,0,0,0,0,0,2.01,4.62,0,0,0,0,0,0,0,0.47,0
113,739.82843,0.83315,22.29,5.4,16.05,1.78,2.35,1.05,1.43,0,0,0,0,0,0,0,0,2.06,0.52,0,0,0,0,0,0,0,0.49,0
114,356.02692,348.57242,25.88,4.94,11.2,2.5,2.43,0.98,7.57,0,0,0,0,0,0,0,0,1.11,1.72,0,0,0,0,0,0,0,0,0
115,717.80696,24.78402,21.5,3.99,14.09,2.3,2.71,0.93,3.75,0,0,0,0,0,0,0,0,1.72,1.47,0,0,0,0,0,0,0,0,0
116,729.11149,7.3668,16.73,3.38,17.63,1.89,2.87,0.77,2.42,0,0,0,0,0,0,0,0,2.01,0,0,0,0,0,0,0,0,0,0
117,760.95536,0.42096,29.43,2.1,6.53,2.75,2.03,0,4.87,0,0,0,0,0,0,0,0,0.91,2.5,0,0,0,0,0,0,0,0,0
118,826.33697,1.31,4.2,19.45,11.15,1.02,1.34,6.02,0,0,0,0,0,0,0,0,0,1.44,0,0,0,0,0,0,0,0,0,2.04
119,948.29022,0,22.11,4.63,11.89,2.33,1.97,0.98,0.78,0,0,0,0,0,0,0,0,1.18,0.92,0,0,0,0,0,0,0,0,0
120,721.92009,3.34137,2.99,3.5,20.03,3.4,3.28,0,0,0,0,0,0,0,0,0,0,0,0.81,0,0,0,0,0,0,0,0,0
121,747.3794,0.75422,10.79,3.07,13.72,1.85,2.5,0,9.96,0,0,0,0,0,0,0,0,0.78,0,0,0,0,0,0,0,0,0,0
122,742.13494,1.14887,12.09,2.26,9.01,2.17,2.17,0,5.09,0,0,0,0,0,0,0,0,0,0.85,0,0,0,0,0,0,0,0,0
123,473.86064,227.54642,11.35,2.23,7.96,1.17,2.13,0,20.95,0,0,0,0,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,840.064,0.73,3.92,12.14,12.67,1.23,1.6,2.98,1.01,0,0,0,0,0,0,0,0,0,0.69,0,0,0,0,0,0,0,1.63,0
125,815.20134,0.74,6.73,16.72,11.7,0.93,1.39,4.86,0,0,0,0,0,0,0,0,0,2.18,0.65,0,0,0,0,0.77,0,0,0.46,1.97
126,729.38336,10.19951,47.24,3.21,6.77,2.44,2.59,0,6.62,0,0,0,0,0,0,0,0,0.99,2.12,0,0,0,0,0,0,0,0,0
127,716.43884,1.30673,27.32,3.65,12.42,2.38,2.85,0,6.19,0,0,0,0,0,0,0,0,1.71,2.81,0,0,0,0,0,0,0,0,0
128,836.81564,0.53,3.51,14.21,13.09,1.09,1.52,3.65,1.35,0,0,0,0,0,0,0,0,2.04,0,0,0,0,0,0,0,0,1.16,1.07
129,866.1806,1.53,4.59,12.94,8.01,0.8,1.14,3.08,1.65,0,0,0,0,0,0,0,0,1.65,0,0,0,0,0,0,0,0,1.37,1.13
130,725.06852,0.98224,22.16,2.77,8.64,1.92,2.42,0,18.7,0,0.69,0,0,1.13,0,0,0,0.87,5.66,0,0,0,0,0,0,0,0.62,0
131,759.26275,0.83315,15.68,3.86,15.7,3.01,3.16,0,4.83,0,0,0,0,0,0,0,0,1.64,0.8,0,0,0,0,0,0,0,0,0
132,743.90648,0.51743,19.24,3.37,18.09,2.5,3.29,0.71,11.97,0,0,0,0,0.68,0,0,0,1,0,0,0,0,0,0,0,0,0,0
133,719.4908,0.68406,24.89,5.47,17.53,3.02,2.85,0.91,0,0,0,0,0,0,0,0,0,1.65,0,0,0,0,0,0,0,0,0,0
134,809.09917,0.74,7.3,12.07,7.93,0.93,1.19,2.95,4.85,0,0,0,0,0,0,0,0,2.47,1.41,0,0,0,0,0.91,0,0,0.75,0.77
135,819.61076,0.62,9.4,17.82,11.34,0.96,1.38,4.41,1.57,0,0,0,0,0,0,0,0,2.75,0,0,0,0,0,0,0,0,2.03,1
136,858.56374,0,4.87,7.63,4.58,0,0.72,1.99,11.69,0,0,0,0,0,0,0,0,1.57,1.83,0,0,0,0,1,0,0,0.96,0.81
137,938.83827,0,24.38,4.42,5.28,1.11,1.08,1.19,0.82,0,0,0,0,0,0,0,0,0.9,3.91,0,0,0,0,0,0,0,0.64,0
138,985.5494,0,5.9,2.82,8.41,1.1,1.31,0,2.06,0,0,0,0,0,0,0,0,0.87,0,0,0,0,0,0,0,0,0,0
139,735.75915,0,36.21,5.44,10.26,1.45,1.66,0.97,2.48,0,0,0,0,0,0,0,0,2.56,1.62,0,0,0,0,0,0,0,0,0
140,363.70067,337.95195,26.92,4.53,15,4.16,3.28,0.95,5.6,0,0,0,0,0,0,0,0,1.58,6.18,0,0,0,0,0,0,0,0,0
141,466.13427,227.70428,38.66,2.55,8.55,0.99,1.58,0,4.54,0,0,0,0,0,0,0,0,0.75,8.08,0,0,0,0,0,0,0,0.5,0
142,249.72575,447.36647,25.93,2.17,6.56,4.74,3.68,0,20.04,0,0,0,0,1.14,0,0,0,0.81,0,0,0,0,0,0,0.98,0,0,0
143,837.13372,0,10.42,6.47,5.16,0,0.76,1.56,1.09,0,0,0,0,0,0,0,0,1.66,1.44,0,0,0,0,1.07,0.79,0,0.78,1.26
144,838.11974,0,11.44,12.91,6.92,1.18,1.22,3.04,1.25,0,0,0,0,0,0,0,0,1.71,0,0,0,0,0,0,0,0,1.38,0.72
145,754.26385,1.55229,3.53,3.76,23.24,3.83,3.79,0,0,0,0,0,0,0,0,0,0,0.69,1.02,0,0,0,0,0,0,0,0,0
146,754.07091,0,45.43,1.38,8.22,1.64,1.45,0,0,0,0,0,0,0,0,0,0,0,4.41,0,0,0,0,0,0,0,0,0
147,744.81856,0.39465,54.39,2.22,9.19,1.82,1.98,0,0,0,0,0,0,0,0,0,0,1.06,5.6,0,0,0,0,0,0.88,0,0,0
148,783.38902,0,18.79,2.08,13.1,3.23,3.19,0,7.27,0,0,0,0,0,0,0,0,0.68,1.39,0,0,0,0,0,0,0,0,0
149,731.9442,0,21.94,3.63,24.18,3.08,3.86,0,1.4,0,0,0,0,0,0,0,0,1.66,0.75,0,0,0,0,0,0,0,0,0
150,750.64184,0,25.74,2.3,9.91,2.13,2.7,0,21.05,0,0.77,0,0,1.27,0,0,0,0.76,6.54,0,0,0,0,0,0,0,0.49,0
